,ISBN:,Título:,Autor(es):,Ilustrador(es):,Tradutor(es),Editora:,Data de edição:,Palavras-chave:,Idade:,Nível de Leitura:,Tema:,Formato:,Língua:,Ano PNL
352,978-972-24-1898-0,Carta ao Cavaleiro de Nada,"Marecos, J.",,,Livros Horizonte,2018,Pessoa;heteronímia.,12-14 anos;9-11 anos;,Leitura fluente;Leitura mediana;,Literatura;Cultura e Sociedade;,Livro,Português,2019
353,978-989-20-8906-5,Chuvisca e os Guardiões das Sementes Nativas,"Santos, M. F.",,,"Azimute - Associação de desporto de aventura, juventude e ambiente",2018,Semente; alimentação saudável.,9-11 anos;6-8 anos;,Leitura inicial;Leitura mediana;,Ciência e Tecnologia;Cultura e Sociedade;,Livro,Português,2019
354,978-989-707-536-0,A Mercearia do Óscar,"Bee, W.",,,Booksmile,2018,Mercearia; compras; profissões.,3-5 anos;,Pré-leitura;,Vida Prática;Cultura e Sociedade;,Livro,Português,2019
355,978-989-99902-9-6,A cidade que deixou de sorrir,"Loureiro, M.",,,Sana Editora,2018,Sonho; afetos; alegria.,6-8 anos;,Leitura inicial;,Literatura;,Livro,Português,2019
356,978-989-707-736-4,Portuguesas Extraordinárias,"Pedreira, M. do R.",,,Booksmile,2018,Sociedade; Mulher; Libertação.,12-14 anos;9-11 anos;,Leitura fluente;Leitura mediana;,Cultura e Sociedade;,Livro,Português,2019
357,978-989-665-629-4,Histórias de Meninas Aventureiras,"Brice, J. (reconto)",,,Nuvem de Letras,2018,Aventura; coragem; audácia.,12-14 anos;9-11 anos;,Leitura fluente;Leitura mediana;,Literatura;Cultura e Sociedade;,Livro,Português,2019
358,978-972-0-71136-6,Histórias Tradicionais,"Guaccio, M.",,,Porto Editora,2018,Conto; tradição; maravilhoso.,6-8 anos;,Leitura inicial;,Literatura;Cultura e Sociedade;,Livro,Português,2019
359,978-972-0-71138-0,Histórias de Animais,"Guaccio, M.",,,Porto Editora,2018,"Fábula; conto, maravilhoso.",6-8 anos;,Leitura inicial;,Literatura;Cultura e Sociedade;,Livro,Português,2019
360,978-972-27-2738-9,Livres e Iguais - Os Direitos Humanos na Escola,"Magalhães, A.M., Alçada, I.",,,Imprensa Nacional-Casa da Moeda,2018,Direitos Humanos; Liberdade; Igualdade.,12-14 anos;,Leitura fluente;,Literatura;Cultura e Sociedade;,Livro,Português,2019
361,978-972-27-2707-5,Caretos e Coretos - Tradições Populares em Portugal,"Alves, V. M.",,,Imprensa Nacional-Casa da Moeda,2018,Etnografia; etnógrafo;tradição popular.,12-14 anos;,Leitura fluente;,Cultura e Sociedade;,Livro,Português,2019
362,978-989-734-150-2,"A brincar, a brincar... vamos lá rimar","Parafita, A.",,,Edições Livro Directo,2017,Rimas; palavras;brincadeira.,6-8 anos;,Leitura inicial;,Literatura;,Livro,Português,2019
363,978-989-99658-0-5,"A minha cidade é um livro - Aventuras, desventuras e agruras de um peão distraído","Fanha, J.",,,"EMEL - Empresa Municipal de Mobilidade e Estacionamento de Lisboa, E.M., S.A.",2016,Cidadania;diálogo intergeracional.,9-11 anos;6-8 anos;,Leitura inicial;Leitura mediana;,Literatura;Cultura e Sociedade;,Livro,Português,2019
364,978-972-0-70939-4,Malaquias faz um novo amigo,"Cordeiro, M.",,,Porto Editora,2018,Solidariedade; empatia; refugiados.,6-8 anos;3-5 anos;Maiores de 18 anos;,Pré-leitura;Leitura fluente;Leitura inicial;,Literatura;Cultura e Sociedade;,Livro,Português,2019
365,978-989-99998-9-3,Diário de Samuel Z,"Magalhães, A.M., Alçada, I.",,,"EMEL - Empresa Municipal de Mobilidade e Estacionamento de Lisboa, E.M., S.A.",2018,Cidadania; mobilidade; aprendizagem.,12-14 anos;15-18 anos;,Leitura fluente;,Literatura;Cultura e Sociedade;,Livro,Português,2019
366,978-989-8868-20-6,As minhas incríveis férias de verão,"Cali, D.",,,Orfeu Negro,2018,Aventura;imaginação.,6-8 anos;,Leitura inicial;,Arte;Literatura;Cultura e Sociedade;,Livro,Português,2019
367,9789722534093,As Aventuras de Robin dos Bosques,"Green, R. L.",,,Bertrand Editora,2019,aventura; justiça,12-14 anos;15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
368,978-972-0-72683-4,Seleção de Contos Populares Portugueses,"Coelho, A.",,,Porto Editora,2018,tradição popular; animais;,6-8 anos;9-11 anos,Leitura mediana;Leitura fluente,Literatura,Livro,Português,2019
369,978-972-24-18888-1,ENSAIOS DE POLÍTICA COMPARADA,"Sartori, Giovanni",,,Livros Horizonte,2018,cidadania - política - ensaio,15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Cultura e Sociedade;Ensaio,Livro,Português,2019
370,978-989-722-354-9,ASSASSINOS DA LUA DAS FLORES. A MATANÇA DOS ÍNDIOS OSSAGE E O NASCIMENTO DO FBI,"Grann, David",,,Quetzal Editores,2017,"genocídio, corrupção, índios",15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Cultura e Sociedade,Livro,Português,2019
371,978-972-25-3271-6,AS CLASSES POPULARES. A PRODUÇÃO E A REPRODUÇÃO DA DESIGUALDADE EM PORTUGAL,"Lopes, João Teixeira; Louçã, Francisco; Ferro, Lígia",,,Bertrand Editora,2017,"povo, Portugal, classes",Maiores de 18 anos,Leitura fluente,Cultura e Sociedade;Ensaio,Livro,Português,2019
372,978-972-25-3249-5,"CAÇADORES, CAMPONESES E COMBUSTÍVEIS FÓSSEIS","Morris, Ian",,,Bertrand Editora,2017,"combustíveis, energia, história",15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Cultura e Sociedade;Ensaio,Livro,Português,2019
373,978-972-618-485-0,QUINZE BATALHAS DECISIVAS DA HUMANIDADE,"Creasy, Edward S.",,,Edições Sílabo,2008,"batalhas, guerra, história",Maiores de 18 anos,Leitura mediana;Leitura fluente,Cultura e Sociedade,Livro,Português,2019
374,9789722063937,O Senhor Ventura,"Torga, M.",,,D. Quixote,2018,pícaro; mito;,12-14 anos;15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
375,9789897224645,"Ilíada de Homero
de Frederico Lourenço",Homero,,,Tinta da China,2019,poesia; cânone; cultura,Maiores de 18 anos,Leitura fluente,Poesia,Livro,Português,2019
376,978-989-8868-33-6,"Alto, Baixo, Num Sussurro","Romanyshyn, R., Lesiv, A.",,,Orfeu Negro,2018,Música; som; silêncio.,9-11 anos;6-8 anos;Maiores de 18 anos;,Leitura fluente;Leitura inicial;Leitura mediana;,Arte;Literatura;Cultura e Sociedade;,Livro-álbum,Português,2019
377,978-989-98803-9-9,Entre Estrelas e Estrelinhas - Este Mundo Anda Às Voltinhas,"Fiolhais, C., Fanha, J.",,,Canto das Cores,2017,Ciência; curiosidade; experimentação.,9-11 anos;6-8 anos;3-5 anos;,Pré-leitura;Leitura inicial;Leitura mediana;,Ciência e Tecnologia;Literatura;,Livro com CD e/ou DVD,Português,2019
378,978-989-98803-6-8,Quem dá Asas às Palavras?,"Soares, L. D.",,,Canto das Cores,2016,Rimas infantis; humor; nonsense.,6-8 anos;,Leitura inicial;,Literatura;Cultura e Sociedade;,Livro com CD e/ou DVD,Português,2019
379,978-989-671-476-5,Filhos da Terra. Identidades Mestiças nos Confins da Expansão Portuguesa,"Hespanha, António Manuel",,,Tinta da China,2018,império; colonialismo; História,Maiores de 18 anos,Leitura fluente,Cultura e Sociedade;Ensaio,Livro,Português,2019
380,9789899975835,"Mariana
O Urso-Pardo Sábio dos Saltimbancos","Mateus, I. M.",,,"Gráfica Ediliber, Lda",2019,ecologia; ursos;,12-14 anos;15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
381,9789897078774,Como Aqui Chegámos? Do Big Bang ao dia em que nasceste,"Bunting, P.",,,Booksmile,2019,Terra; Planet; Vida,3-5 anos;6-8 anos,Leitura inicial,Ciência e Tecnologia;Vida Prática,Livro,Português,2019
382,9789723617306,Aprende a ser saudável… com o Joca e a Maria,"Costa, D.",,,Afrontamento,2019,Saudável; Alimentos; Publicidade,3-5 anos;6-8 anos;9-11 anos,Leitura inicial;Leitura mediana,Ciência e Tecnologia;Cultura e Sociedade;Vida Prática,Livro,Português,2019
383,978-989-722-566-6,Nova Gramática do Latim,"Lourenço, Frederico",,,Quetzal Editores,2019,Língua;Latim;Gramática,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Vida Prática;Literatura;Cultura e Sociedade;,Livro,Português,2019
384,978-972-206610-5,O Fim do fim da Terra,"Franzen, J.",,,D. Quixote,2018,ambiente; natureza; política,15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Ensaio,Livro,Português,2019
385,9789899651357,Razões para Escrever,"Fonseca Santos, M.",,,Nósnalinha,2019,escrever; leitura;criatividade,15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Ensaio;Vida Prática,Livro,Português,2019
386,978-972-20-6395-1,Se numa Noite de Inverno Um Viajante,"Calvino, I.",,,D. Quixote,2018,"leitura, literatura; mundo editorial",15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
387,9789722360319,Os Ramanov (1613-1825) vol 1 -A Ascensão,"Montefiore , S.S.",,,Editorial Presença,2017,"biografia, Rússia, Czar",12-14 anos;15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Biografia;Literatura,Livro,Português,2019
388,9789722360968,Os Ramanov (1826-1918) vol 2 - Declínio,"Montefiore , S.S.",,,Editorial Presença,2017,"Biografia, Rússia, Czar",12-14 anos;15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Biografia;Literatura,Livro,Português,2019
389,9789899993617,"Economix
Como a economia funciona (e não funciona) em palavras e imagens","Goodwin, M.",,,"Geomais, Lda",2018,"economia, dinheiro,",15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Banda Desenhada;Vida Prática,Livro,Português,2019
390,9789896168643,Filosofar - Da Curiosidade Comum ao Raciocínio Lógico,Williamson ; T.,,,Gradiva,2019,N/R,15-18 anos;Maiores de 18 anos,Leitura fluente,Ensaio,Livro,Português,2019
391,9789896168575,As Grandes Questões da Filosofia,"Blackburn , S.",,,Gradiva,2018,N/R,15-18 anos;Maiores de 18 anos,Leitura fluente,Ensaio,Livro,Português,2019
392,978-989-8864-37-6,"Uma Odisseia - Um pai, um filho e uma epopeia","Mendelsohn, D.",,,Elsinore,2018,"Odisseia, Viagens, epopeia pessoal",15-18 anos;Maiores de 18 anos,Leitura fluente,Ensaio;Literatura,Livro,Português,2019
393,978-972-44-1853-7,Tony Judt - historiador e intelectual público.,"Bebiano, R.",,,Edições 70,2017,"História; século XX, biografia",15-18 anos;Maiores de 18 anos,Leitura fluente,Biografia;Ensaio,Livro,Português,2019
394,978-972-44-1952-7,Ética no Mundo Real - 82 breves ensaios sobre coisas realmente importantes,"Singer , P.",,,Edições 70,2018,Ética; Cidadania;,15-18 anos;Maiores de 18 anos,Leitura fluente,Ensaio,Livro,Português,2019
395,978-972-98847-4-0,"O Risco Espreita, Mais Vale Jogar Pelo Seguro","Magalhães, A. M. & Alçada. I.",,,Associação Portuguesa de Seguradores,2018,"Seguro, Risco; Cidadania",9-11 anos,Leitura mediana,Cultura e Sociedade,Livro,Português,2019
396,978-989-641-691-1,Os Amigos,"Tavares, G. M.",,,Relógio D'Água,2018,Amizade; Filosofia;,9-11 anos;12-14 anos;15-18 anos,Leitura mediana;Leitura fluente,Arte;Cultura e Sociedade;Literatura,Livro,Português,2019
397,9789892344263,"Ara, a Engenheira das Estrelas","Singh, K.",,,ASA,2019,"Computação, Programação, Engenheiria",9-11 anos;12-14 anos,Leitura mediana;Leitura fluente,Ciência e Tecnologia,Livro,Português,2019
0,9789896268725,Sophia de Mello Breyner Anderson,"Nery, Isabel",,,A Esfera dos Livros,2019,"Sophia, biografia, poesia",15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Biografia,N/R,N/R,2019
1,9789722536240,Virgina Woolf - Diário 1915-1921,"Woolf, Virginia",,,Bertrand Editora,2018,"Diário, Virginia Woolf,  I Guerra Mundial",15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Biografia;Ensaio;Literatura,Livro,Português,2019
2,9789722536257,Virginia Woolf - Diário 197-1941,"Woolf, Virginia",,,Bertrand Editora,2019,"Virginia Woolf, diário, quotidiano",15-18 anos,Leitura mediana;Leitura fluente,Biografia;Ensaio;Literatura,Livro,Português,2019
3,9789722064300,Querida Ijeawele - Como educar para o feminismo,"Adichie, Chimamanda Ngozi",,,D. Quixote,2018,"Feminismo, igualdade, sexualidade, mulher",15-18 anos;Maiores de 18 anos,Leitura mediana,Cultura e Sociedade;Ensaio,Livro,Português,2019
4,9789896605988,A Vegetariana,"Kang, Han",,,BIS,2019,"Vegetarianismo, Asia, loucura, sexualidade",15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,N/R,N/R,2019
5,9789722536158,Mulheres & Poder: um manifesto,"Beard, Mary",,,Bertrand Editora,2018,"Mulher, Poder, Feminismo, Misoginia",Maiores de 18 anos,Leitura mediana;Leitura fluente,Cultura e Sociedade;Ensaio,Livro,Português,2019
6,9789895406616,Sexo 20,"Fernando, Santos",,,Sulfúria Edições,2017,"PIDE, pós-25 de Abril, Sexo",Maiores de 18 anos,Leitura mediana;Leitura fluente,Literatura,Livro,Português,2019
7,9789896658076,Ella Fitzgerald,"Vegara, Mª Isabel Sánchez",,,Nuvem de Letras,2019,biografia; jazz; texto em verso,6-8 anos;9-11 anos,Leitura inicial,Arte;Biografia;Cultura e Sociedade,Livro-álbum,Português,2019
8,9789896658069,Marie Curie,"Vegara, Mª Isabel Sánchez",,,Nuvem de Letras,2019,"biografia, ciência, história",6-8 anos;9-11 anos,Leitura inicial,Biografia;Ciência e Tecnologia;Cultura e Sociedade,Livro-álbum,Português,2019
9,9789720031747,O mundo à beira de um ataque de nervos,"Haig, M.",,,Porto Editora,2019,Nervos; Mente; Empatia,15-18 anos;Maiores de 18 anos,Leitura fluente,Ciência e Tecnologia;Cultura e Sociedade;Vida Prática,Livro,Português,2019
10,9789722065818,Caros fanáticos,"Oz, A.",,,D. Quixote,2018,"fanatismos; judeu;  árabe, conflito",15-18 anos;Maiores de 18 anos,Leitura mediana,Cultura e Sociedade;Ensaio,Livro,Português,2019
11,9789723830439,Um diário russo,"Steinbeck, J.",,,Livros do Brasil,2018,União Soviética; Estalinegrado; Ucrânia; Geórgia; viagem,15-18 anos;Maiores de 18 anos,Leitura mediana,Cultura e Sociedade,Livro,Português,2019
12,9789722537216,Tubarões voadores,"Correia, J.",,,Bertrand Editora,2019,tubarões; conservação; biologia; viagem,15-18 anos;Maiores de 18 anos;,Leitura mediana;,Ciência e Tecnologia;,Livro,Português,2019
13,9789896168957,Irmão mais velho,"Guven, M.",,,Gradiva,2019,"muçulmano, Síria, Paris, Portugal, feridos, hospital",Maiores de 18 anos,Leitura mediana,Literatura,Livro,Português,2019
14,9789722533492,André e a Esfera Mágica,"Gonzaga, M.",,,Bertrand Editora,2017,natureza; magia,9-11 anos;12-14 anos,Leitura fluente,Literatura,Livro,Português,2019
15,978-972-0-03129-7,Os dez espelhos de Benjamin Zarco,"Zimler, R.",,,Porto Editora,2018,"violência, família, amizade, solidariedade",Maiores de 18 anos,Leitura mediana;Leitura fluente,Literatura,Livro,Português,2019
16,978-972-0-04895-0,Um lugar chamado Angola,"Suárez, K.",,,Porto Editora,2017,Cuba; Angola; família; Lisboa; herói,15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Literatura,Livro,Português,2019
17,9789896661779,O poço e a estrada,"Novo, I.",,,Contraponto Editores,2019,família; viagens; personagem; livros,Maiores de 18 anos,Leitura mediana;Leitura fluente,Biografia,Livro,Português,2019
18,978-972-37-2060-0,O Sal da Língua,"Andrade, Eugénio",,,Assírio & Alvim,2018,poesia; cânone; sobriedade,Maiores de 18 anos,Leitura fluente,Poesia,Livro,Português,2019
19,978-972-37-2087-,Antinous e outros poemas em inglês,"Pessoa, Fernando",,,Assírio & Alvim,2019,poesia; tradução; cânone.,Maiores de 18 anos,Leitura fluente,Poesia,Livro,Português,2019
20,978-972-0-03160-0,Alegria para o fim do mundo,"Faria, Andreia C.",,,Coolbooks,2019,antologia; poesia; criterioso,Maiores de 18 anos,Leitura fluente,Poesia,Livro,Português,2019
21,9789896570439,Sonetos e outros poemas de Luís Vaz de Camões  (Os 40  Melhores Sonetos de Luís de camões  e outros poemas),"Camões, Luís de",,,Editorial Planeta,2018,poesia; tradução; cânone,15-18 anos,Leitura fluente,Poesia,Livro,Português,2019
22,978-972-0-70954-7,Caça ao Tesouro,"Butterfield, M.",,,Porto Editora,2018,História; Antiguidade.,6-8 anos;9-11 anos,Leitura inicial;Leitura mediana,Cultura e Sociedade,Livro-jogo,Português,2019
23,978-972-0-70615-7,Espreita Perguntas e Respostas sobre Arte,"Daynes, K.",,,Porto Editora,2018,Arte.,6-8 anos;9-11 anos,Leitura inicial;Leitura mediana,Arte;Cultura e Sociedade,Livro,Português,2019
24,978-989-8868-17-6,Quadrado,"Barnett, M.",,,Orfeu Negro,2018,Beleza; Arte; olhar.,3-5 anos;6-8 anos,Pré-leitura;Leitura inicial,Literatura,Livro-álbum,Português,2019
25,978-84-948801-6-2,"3 Contos infinitos
Numa cabeça - Hunga Bunga - A tia","Martín, C.",,,Ediciones Tralarí,S/d.,Humor; diversão.,0-2 anos;3-5 anos,Pré-leitura,Literatura,Livro-jogo,Português,2019
26,978-989-722-561-1,Breviário mediterrânico,"Matvejevitch, P.",,,Quetzal Editores,2019,Mediterrâneo; Mar; Religião; Ilha,Maiores de 18 anos,Leitura mediana;Leitura fluente,Cultura e Sociedade;Ensaio,Livro,Português,2019
27,9789722066341,Guerra e terebintina,"Hertmans, S.",,,D. Quixote,2019,Família; Avô; Pintura; Guerra,15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Biografia;Literatura,Livro,Português,2019
28,9789896657734,Serotonina,"Houellebecq, M.",,,Alfaguara,2019,Amor; Tédio; Agricultura; Antidepressivo,Maiores de 18 anos,Leitura mediana;Leitura fluente,Literatura,Livro,Português,2019
29,978-972-38-3074-3,Doutor Jivago,"Pasternak, Boris",,,Livros do Brasil,2018,Literatura Russa do séc XX,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
30,9789897023217,Saudação a Walt Whitman/Canto de Mim Mesmo,"Campos,Álvaro de;  Whitman, Walt",,,Guerra & Paz,2017,Poesia portuguesa; Poesia norte-americana; intertextualidade,15-18 anos;Maiores de 18 anos,Leitura fluente,Poesia,Livro,Português,2019
31,9789897024023,Obras do Diabinho de Mão Furada,"Silva, António José da",,,Guerra & Paz,2018,Ficção portuguesa; Literatura séc. XVIII,12-14 anos;15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
32,978-989-623-255-9,Sessenta Contos,"Buzzati, Dino",,,Cavalo de Ferro,2018,"contos, itália, fantástico",12-14 anos;15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Literatura,Livro,Português,2019
33,978-972-27-2674-0,Obra Completa: Teatro e Ficção,"Nemésio, Vitorino",,,Imprensa Nacional-Casa da Moeda,2016,Literatura portuguesa séc. XX,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
34,978-989-702-280-7,José Matias/ Bartleby,"Queirós, Eça de ; Melville, Herman",,,Guerra & Paz,2018,Conto; Literatura Portuguesa séc. XIX; Literatura Norte-americana séc. XIX; intertextualidade,12-14 anos;15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Literatura,Livro,Português,2019
35,978-972-0-03128-0,Último caderno de Lanzarote (Cadernos de Lanzarote: vol VI ),"Saramago, José",,,Porto Editora,2018,Diário; Literatura Portuguesa sec XX,15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Literatura,Livro,Português,2019
36,97898974344,"Não a Ti, Cristo, Odeio ou Menos Prezo","Pessoa, Fernando",,,Guerra & Paz,2018,Poesia séc. XX; Fernando Pessoa; Jesus Cristo,12-14 anos;15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Literatura;Poesia,Livro,Português,2019
37,978-989-702-420-7,Pequenas Histórias dos Grandes Clássicos  da Literatura Portuguesa,"Correia, Victor",,,Guerra & Paz,2018,Conto; Literatura Portuguesa sec XIX-XX,12-14 anos;15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Literatura,Livro,Português,2019
38,978-989657-909-8,Traços Fundamentais da Cultura Portuguesa,"Real, Miguel",,,Editorial Planeta,2017,Ensaio; Cultura Portuguesa; Portugalidade,15-18 anos;Maiores de 18 anos,Leitura fluente,Ensaio,Livro,Português,2019
39,978-989-99715-5-4,O Fantasma no Palácio dos Engenheiros e Outros Contos Russos,"Bunin, Ivan;Turguenev, Ivan;Sologub, Fiodor;Kuprin, Aleksander;Lesskov, Nicolai; Saltykov-Shchedrin, Mikhail; Blok, Aleksander; Tynianov, Yuri; Averchenko, Arkadi; Kolorenko, Vladimir",,,E-Primatur,2017,Literatura Russa; Conto,12-14 anos;15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Literatura,Livro,Português,2019
