,ISBN,Título,Autor,Ilustrador,Tradutor,Data de edição,Editora,Idade02,Idade02.1,Nível de leitura01,Nível de leitura02,Temas01,Temas02,Temas03,Formato01,Formato02,Línguas01,Línguas02
3347,978-972-665-533-6,O rosto e as máscaras : poesia e prosa,"Pessoa, Fernando ; Mourão-Ferreira, David, org., pref.",,,2008,Nova Ática,15-18 anos,,Leitura fluente,,Literatura,Poesia,,,,Português,
3348,978-972-665-536-7,O príncipe,"Maquiavel, Nicolau",,"Soveral, Carlos Eduardo de",2008,Guimarães Editores,15-18 anos,,Leitura fluente,,Cultura e Sociedade,,,,,Português,
3349,978-972-665-554-1,O mundo é a nossa casa,"Moreira, Júlio... [et al.]",,,2009,Guimarães Editores,9-11 anos,,Leitura mediana,,Cultura e Sociedade,,,,,Português,
3350,978-972-665-556-5,O banqueiro anarquista,"Pessoa, Fernando",,,2009,Nova Ática,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
3351,978-972-665-566-4,Sermão de Santo António aos peixes,"Vieira, Padre António","Pedro, Susana Tavares",,2009,Nova Ática,15-18 anos,,Leitura fluente,,Literatura,Cultura e Sociedade,,,,Português,
3352,978-972-665-568-8,Longos dias têm cem anos : presença de Vieira da Silva seguido de outros textos sobre Maria Helena e Arpahd,"Luís, Agustina Bessa",,,2009,Guimarães Editores,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
3353,978-972-665-570-1,A vida de Nun'Álvares,"Martins, Oliveira",,,2009,Guimarães Editores,15-18 anos,,Leitura fluente,,Cultura e Sociedade,,,,,Português,
3354,978-972-665-571-8,Contos policiais,"Pöe, Edgar Allan",,"Costa, João",2009,Guimarães Editores,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
3355,978-972-665-573-2,Narciso e Goldmundo,"Hesse, Herman",,"Marques, Manuela de Sousa",2009,Guimarães Editores,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
3356,978-972-665-583-1,A utopia,"Morus, Tomás",,"Marinho, José",2016,Guimarães Editores,15-18 anos,,Leitura fluente,,Cultura e Sociedade,,,,,Português,
3357,978-972-665-617-3,O mosteiro : romance,"Luís, Agustina Bessa",,,2009,Guimarães Editores,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
3358,978-972-665-622-7,Fanny Owen : romance,"Luís, Agustina Bessa",,,2009,Guimarães Editores,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
3359,978-972-665-623-4,A selva,"Castro, Ferreira de",,,2009,Guimarães Editores,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
3360,978-972-665-624-1,A grande viagem dos homens através do tempo e do espaço,"Moreira, Júlio","Stöcklein, Andreas",,2009,Guimarães Editores,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Ciências e Tecnologia,,,,,Português,
3361,978-972-665-627-2,Sinais de fogo,"Sena, Jorge de ; Sena, Mécia de, introd.",,"Sena, Mécia de",2009,Guimarães Editores,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
3362,978-972-665-657-9,O físico prodigioso,"Sena, Jorge de",,,2010,Guimarães Editores,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
3363,978-972-665-674-6,Dentes de rato,"Luís, Agustina Bessa","Baldaque, Mónica",,2012,Guimarães Editores,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
3364,978-972-665-693-7,A Sibila,"Luís, Agustina Bessa",,,2014,Guimarães Editores,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
3365,978-972-665-695-1,Vale Abraão,"Luís, Agustina Bessa",,,2014,Guimarães Editores,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
3366,978-972-665-696-8,A mãe de um rio,"Luís, Agustina Bessa",,,2014,Guimarães Editores,12-14 anos,,Leitura fluente,,Literatura,,,Livro com CD e/ou DVD,,Português,
3367,978-972-665-702-6,Antigas e novas andanças do demónio,"Sena, Jorge de",,,2015,Guimarães Editores,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
3368,978-972-665-711-8,O manto,"Luís, Agustina Bessa",,,2016,Guimarães Editores,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
3369,978-972-680-050-7,Cantigas de encantar : pelos porquinhos e o lobo mau,Vitorino,,,1991,Raiz,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Artes,,,Livro com CD e/ou DVD,,Português,
3370,978-972-680-334-8,Robinson Crusoé,"Defoe, Daniel ; Lang, John, adapt.","França, Luís",,2007,Lisboa Editora,9-11 anos,,Leitura fluente,,Literatura,,,,,Português,
3371,978-972-680-492-5,O Nuno só quer ver televisão,"Lamblin, Christian","Faller, Régis","Monteiro, Paulo",2001,Lisboa Editora,6-8 anos,,Leitura inicial,Leitura fluente,Literatura,,,Livro álbum,,Português,
3372,978-972-680-494-9,A Mariana aprende palavras feias,"Lamblin, Christian","Faller, Régis ; Roederer, Charlotte","Monteiro, Paulo",2001,Lisboa Editora,3-5 anos,,Pré-leitura,,Literatura,,,Livro álbum,,Português,
3373,978-972-680-623-3,"Dez dedos, dez segredos","Menéres, Maria Alberta ; Henrique, João, música","Fischer, Connie",,2010,Lisboa Editora,6-8 anos,,Leitura inicial,Leitura fluente,Literatura,,,Livro com CD e/ou DVD,,Português,
3374,978-972-680-623-3,"Dez dedos, dez segredos","Menères, Maria Alberta, recolha e sel. ; Tavares, José M., prod. relevos ; Borges, Fernanda, transc. Braille; Reis, António, rev.",,,2010,"Lisboa Editora ; conceção, produção, distribuição DGE - Ministério da Educação",6-8 anos,,Leitura inicial,Leitura fluente,Literatura,,,Livro em Braille,,Português,
3375,978-972-680-635-6,Histórias e canções em quatro estações. Vol 1 : Primavera,"Araújo, Matilde Rosa... [et al.] ; Moniz, Carlos Alberto, compos.",,,2014,Raiz,9-11 anos,,Leitura mediana,,Artes,,,Livro com CD e/ou DVD,,Português,
3376,978-972-680-636-3,Histórias e canções em quatro estações. Vol. 2 : Verão,"Araújo, Matilde Rosa... [et al.] ; Godinho, Sérgio, compos.",,,2014,Raiz,9-11 anos,,Leitura mediana,,Artes,,,Livro com CD e/ou DVD,,Português,
3377,978-972-680-637-0,Histórias e canções em quatro estações. Vol. 3: Outono,"Araújo, Matilde Rosa... [et al.] ; Cid, José, compos.",,,2014,Raiz,9-11 anos,,Leitura mediana,,Artes,,,Livro com CD e/ou DVD,,Português,
3378,978-972-680-638-7,Histórias e canções em quatro estações. Vol. 4 : Inverno,"Araújo, Matilde Rosa... [et al.] ; Brito, Tozé, pseud., compos.",,,2014,Raiz,9-11 anos,,Leitura mediana,,Artes,,,Livro com CD e/ou DVD,,Português,
3379,978-972-680-835-0,É preciso amar devagar,"Honrado, Alexandre",,,2012,Raiz,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3380,978-972-680-881-7,"Mesmo que morras, telefona!","Honrado, Alexandre",,,2012,Raiz,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3381,978-972-695-091-2,Histórias em verso para meninos perversos,"Dahl, Roald","Blake, Quentin","Soares, Luísa Ducla",1989,Teorema,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3382,978-972-695-479-8,A rapariga do trombone,"Skármeta, Antonio",,"Ferreira, Serafim",2010,Teorema,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
3383,978-972-695-560-3,História de Aladino ou a lâmpada maravilhosa Contos de «As mil e uma noites»,,Worm,"Massano, António José",2003,Teorema,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3384,978-972-695-862-8,As aventuras de Darwin,"Ward, Peter","Moreno, João","Jordão, Pedro",2010,Teorema,12-14 anos,,Leitura fluente,,Ciências e Tecnologia,Biografia,,Literatura,,Português,
3385,978-972-695-880-2,Todas as cosmicómicas,"Calvino, Italo",,"Barreiros, José Colaço",2009,Teorema,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
3386,978-972-695-920-5,Jan Karski : o herói que tentou travar o holocausto,"Haenel, Yannick",,"Oliveira, Carlos Correia de",2010,Teorema,15-18 anos,,Leitura fluente,,Cultura e Sociedade,,,,,Português,
3387,978-972-695-928-1,Um pai de filme,"Skármeta, Antonio",,"Fallorca, Jorge",2010,Teorema,maiores de 18 anos,,Leitura fluente,,Literatura,,,,,Português,
3388,978-972-695-957-1,A empresa das Índias,"Orsenna, Erik",,"Costa, Telma",2011,Teorema,15-18 anos,,Leitura fluente,,Cultura e Sociedade,,,,,Português,
3389,978-972-695-962-5,As aventuras do menino Nicolau,"Goscinny, René","Sempé, Jean Claude","Moniz, Luísa Lobão",2013,Teorema,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3390,978-972-695-990-8,O sistema periódico,"Levi, Primo",,"Pedreira, Maria do Rosário",2013,Teorema,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
3391,978-972-695-997-7,As férias do menino Nicolau,"Goscinny, René","Sempé, Jean-Jacques","Torres, Manuela",2012,Teorema,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3392,978-972-6959-97-7,As férias do menino Nicolau,"Goscinny, René","Sempé, Jean Claude","Torres, Manuela",2012,Teorema,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3393,978-972-699-012-3,O bicho de conta,"Silva, Conceição Gomes da ; Paiva, Victor",,,1982,Vega,3-5 anos,,Pré-leitura,,Literatura,Ciências & Tecnologia,,Livro álbum,,Português,
3394,978-972-699-021-5,O cavalo preto,"Sewell, Anna ",,"Neves, Abel",1997,Vega,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3395,978-972-699-056-7,Emílio e os detectives,"Kästner, Erich",,"Júdice, Maria Augusta",1989,Vega,9-11 anos,,Leitura fluente,,Literatura,,,,,Português,
3396,978-972-699-096-3,A ilha do tesouro,"Stevenson, Robert Louis",,"Martins, João C.",1994,Vega,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
3397,978-972-699-111-3.,Lobos do mar,"Kipling, Rudyard",,"Sérgio, António",2010,Vega,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
3398,978-972-699-124-3,"Meu Portugal, meu gigante…","Müller, Adolfo Simões","Bento, Fernando",,1987,Vega,9-11 anos,,Leitura mediana,,Cultura e Sociedade,Literatura,,,,Português,
3399,978-972-699-319-3,Fábulas de animais e outras,"Esopo, La Fontaine, Jean de... [et al.]","Gomes, Carlos",,2007,Vega,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3400,978-972-699-361-2,Aventuras de Tom Sawyer,"Twain, Mark, pseud.",,"Derouet, Luísa",2010,Vega,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
3401,978-972-699-507-4,Viagens de Gulliver,"Swift, Jonathan ",,"Franco, Maria",1996,Vega,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3402,978-972-699-510-4,O apelo da selva,"London, Jack, pseud.",,"Andrade, Maria de Fátima",1996,Vega,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
3403,978-972-699-540-1,Animais nossos amigos,"Vieira, Afonso Lopes","Favila, Isabel",,1997,Vega,6-8 anos,,Leitura inicial,,Poesia,Ciências & Tecnologia,,,,Português,
3404,978-972-699-546-3,As aventuras de Huckleberry Finn,"Twain, Mark, pseud. ","Trigo, Augusto","Soares, Maria Mercês de Mendonça",2004,Vega,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3405,978-972-699-596-8,O romance das ilhas encantadas,"Cortesão, Jaime","Borges, Victor",,2012,Vega,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3406,978-972-699-604-0,O crocodilo e o passarinho,"Gomes, Madalena","Afonso, Sara",,2008,Vega,6-8 anos,,Leitura inicial,,Literatura,,,,,Português,
3407,978-972-699-625-5,O livro de ir à Índia : (de como Gil Lopes foi à Índia e voltou),"Letria, José Jorge","Martins, Lídia Lobo",,2011,Vega,9-11 anos,,Leitura mediana,,Cultura e Sociedade,Literatura,,,,Português,
3408,978-972-699-692-7,Espanta-pardais,"Colaço, Maria Rosa","Moura, Albino",,2001,Vega,9-11 anos,,Leitura mediana,,Literatura,,,Livro álbum,,Português,
3409,978-972-699-694-1,Vida de Nuno Álvares Pereira : crónica para os pequenos portugueses,"Cortesão, Jaime","Martins, Lídia Lobo",,2002,Vega,9-11 anos,,Leitura mediana,,Cultura e Sociedade,,,,,Português,
3410,978-972-699-723-8,Aventuras de João-Flor e Joana-Amor,"Colaço, Maria Rosa","Afonso, Fátima",,2009,Vega,6-8 anos,,Leitura inicial,,Literatura,,,,,Português,
3411,978-972-699-726-9,Contos da selva,"Quiroga, Horácio","Antunes, Manuel F.","Lagartinho, Rui; Rodrigues, Sofia de Castro",2003,Vega,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3412,978-972-699-732-0,O maravilhoso mundo da música : uma alegre viagem de descobertas ao mundo musical,"Pahlen, Kurt ",,"Martins, José Espadeiro",2003,Vega,12-14 anos,,Leitura fluente,,Artes,,,,,Português,
3413,978-972-699-794-8,O gigante egoísta : seguido de O príncipe feliz,"Wilde, Oscar","Afonso, Fátima","Cardoso, Ersílio",2005,Vega,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3414,978-972-699-858-7,O romance de a menina dos pés azuis,"Coelho, Helena Rainha ; Araújo, Alice, fot.","Fonseca, Nuno",,2006,Vega,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3415,978-972-699-859-4,A menina que não sabia as cores,"Rainha, Isabel","Ribeiro, Ana",,2006,Vega,6-8 anos,,Leitura inicial,Leitura fluente,Literatura,,,Livro álbum,,Português,
3416,978-972-699-882-2,Alice no país das maravilhas,"Carroll, Lewis, pseud.","Sobral, Figueiredo","Meneses, Maria de",2008,Vega,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
3417,978-972-699-902-7,As fadas,"Quental, Antero de","Pinheiro, Raquel",,2008,Vega,9-11 anos,,Leitura mediana,,Poesia,,,,,Português,
3418,978-972-699-903-4,Guilherme Tell : o herói dos Alpes,"Marshall, Henrietta Elizabeth","Carvalho, Dorindo",,2009,Vega,9-11 anos,,Leitura fluente,,Literatura,,,,,Português,
3419,978-972-699-910-2,"Eu, a casa, os bichos e outras coisas","Santos, Hugo","Pinheiro, Raquel",,2008,Vega,9-11 anos,,Leitura mediana,,Literatura,Poesia,,,,Português,
3420,978-972-699-926-3,Uma viagem no verde,"Letria, José Jorge","Pinheiro, Raquel",,2009,Vega,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Ciências e Tecnologia,Literatura,,,,Português,
3421,978-972-699-961-4,O livro dos gatos. Edição bilingue português e inglês,"Eliot, T. S.","Scheffler, Axel","Flor, João Almeida",2011,Vega,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,Inglês
3422,978-972-699-976-8,Romanceiro português,"Rodrigues, Urbano Tavares, int. e notas","Costa, Estela Baptista",,2012,Vega,9-11 anos,,Leitura fluente,,Literatura,,,,,Português,
3423,978-972-699-979-9,Pássaro mágico,"Almog, Ruth","Kadmon, Cristina","Mucznik, Lúcia L.",2011,Vega,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3424,978-972-699-982-9,Gilgamesh,"Sandars, N. K., texto inglês ; Tamen, Pedro, adapt. ; Costa, Luís Alves, pref.",,"Tamen, Pedro",2016,Vega,15-18 anos,,Leitura fluente,,Literatura,Cultura e Sociedade,,,,Português,
3425,978-972-699-992-8,O gato e o diabo,"Joyce, James","Torjan, Tomislav","Varela, Joana Morais",2013,Vega,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3426,978-972-699402-2,O Lazarilho de Tormes,,,"Maradón, Gregório",1993,Vega,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
3427,978-972-705-308-0,O dever de memória,"Levi, Primo ; Bravo, Ana, entrev. ; Cereja, Frederico, entrev.",,"Mucznik, Esther",2010,Cotovia,15-18 anos,,Leitura fluente,,Cultura e Sociedade,,,,,Português,
3428,978-972-708-067-0,Novos contos de Inverno,"Blixen, Karen",,"Bracana, Maria Carlota",1988,Relógio D'Água,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
3429,978-972-708-260-5,A ilha do tesouro,"Stevenson, Robert Louis",,"Torres, Alexandre Pinheiro",2008,Relógio D'Água,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
3430,978-972-708-391-6,O retrato de Dorian Gray,"Wilde, Oscar",,"Gato, Margarida Vale de",2009,Relógio D'Água,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
3431,978-972-708-559-0,O fato do Tanto-faz-como-fazia,"Plath, Sylvia","Berner, Rotraut Susanne","Pereira, Hélder Moura",1999,Relógio D'Água,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3432,978-972-708-582-8,As aventuras de Alice no país das maravilhas ; Alice do outro lado do espelho,"Carroll, Lewis, pseud.","Tenniel, John","Gato, Margarida Vale de",2000,Relógio D'Água,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
3433,978-972-708-632-0,Contos,"Wilde, Oscar",,"Nascimento, Cabral do",2001,Relógio D'Água,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3434,978-972-708-636-8,O monte dos vendavais,"Brontë, Emily ; Correia, Hélia",,"Franco, Maria ; Nascimento, Cabral do",2001,Relógio D'Água,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
3435,978-972-708-701-3,O aniversário da infanta,"Wilde, Oscar ; Nascimento, Cabral do, adapt.","Oliveira, Susana",,2002,Relógio D'Água,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3436,978-972-708-757-0,Sonho de uma noite de Verão : versão infantil de Sonho de uma noite de Verão de W. Shakespeare,"Correia, Hélia, adapt.",,,2003,Relógio D'Água,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
3437,978-972-708-762-0,As flores do mal,"Baudelaire, Charles ; Valéry, Paul, pref.",,"Llansol, Maria Gabriela",2011,Relógio D'Água,15-18 anos,,Leitura fluente,,Poesia,,,,,Português,
3438,978-972-708-818-8,"Mopsos, o pequeno grego. Vol. 1: O ouro de Delfos","Correia, Hélia","Cayatte, Henrique",,2004,Relógio D'Água,9-11 anos,,Leitura fluente,,Literatura,,,,,Português,
3439,978-972-708-921-5,Cartas a uma jovem matemática,"Stewart, Ian",,"Ferreira, Pedro",2006,Relógio D'Água,12-14 anos,,Leitura fluente,,Ciências e Tecnologia,,,,,Português,
3440,978-972-708-929-1,Obra poética,"Lorca, Frederico García ; Bento, José, org.",,"Bento, José",2007,Relógio D'Água,15-18 anos,,Leitura fluente,,Poesia,,,,,Português,
3441,978-972-708-933-8,D. Quixote de la Mancha I,"Cervantes Saavedra, Miguel de ; Bento, José, anot.",,"Bento, José",2007,Relógio D'Água,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
3442,978-972-708-937-6,D. Quixote de la Mancha II,"Cervantes Saavedra, Miguel de",,"Bento, José",2007,Relógio D'Água,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
3443,978-972-708-947-5,Contos de Tchékhov. Vol. 7,"Tchékhov, Anton Pávlovitch",,"Guerra, Nina ; Guerra, Filipe",2007,Relógio D'Água,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
3444,978-972-708-960-4,A maravilhosa viagem de Nils Holgersson através da Suécia,"Lagerlöf, Selma",,"Osswald, Maria Castro H.",2007,Relógio D'Água,9-11 anos,12-14 anos,Leitura fluente,,Literatura,,,,,Português,
3445,978-972-708-976-5,Contos de Grimm,"Grimm, Jacob ; Grimm, Wilhelm",,"Vilhena, Graça ; Osório, Ana de Castro",2007,Relógio D'Água,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3446,978-972-708-988-8,A viúva e o papagaio,"Woolf, Virginia","Fernandes, Anisabel Sá","Alberto, Manuel",2007,Relógio D'Água,9-11 anos,,Leitura fluente,,Literatura,,,,,Português,
3447,978-972-708253-7,Poemas e prosas,"Kavafis, Konstandinos",,"Magalhães, Joaquim Manuel ; Pratsinis, Nikos",1994,Relógio D'Água,15-18 anos,,Leitura fluente,,Poesia,,,,,Português,
3448,978-972-7087-037,Antologia poética,"Meireles, Cecília ; Bento, José, posf. ; Costa, Josão Bénard da, posf.",,,2002,Relógio D'Água,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
3449,978-972-710-032-3,O esperto e outras histórias,"Osório, Ana de Castro","Gaspar, Luís Manuel",,1991,Terramar,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3450,978-972-710-046-0,O livro das rimas traquinas,"Letria, José Jorge","Gaspar, Luis Manuel",,1992,Terramar,9-11 anos,,Leitura mediana,,Poesia,,,,,Português,
3451,978-972-710-058-3,A arte do penico,Michele Nikly,"Claverie, Jean",,1992,Terramar,3-5 anos,,Pré-leitura,,Literatura,,,Livro álbum,,Português,
3452,978-972-710-069-9,Branca-Flor e outras histórias,"Osório, Ana de Castro","Gaspar, Luís Manuel",,2001,Terramar,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3453,978-972-710-107-8,O rapaz e o robô,"Soares, Luísa Ducla ","Horta, Miguel",,2011,Terramar,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
3454,978-972-710-146-7,Mão-cheia de rimas para primos e primas,"Letria, José Jorge","Cavalheiro, Pedro",,1996,Terramar,9-11 anos,,Leitura mediana,,Poesia,,,,,Português,
